network_bandwidth,server_load,request_size,distance,cpu_usage,memory_usage,cache_hit_rate,num_concurrent_requests,latency_ms
45.05906643069566,0.9243453680396493,6.616219501931719,730.1566200020808,0.7859365074494503,0.09069342419333482,0.5815365592699638,38.2156041253455,289.7104055648155
36.01930935816115,0.19572351994295123,9.354321083493945,214.9701480962412,0.9918352257592418,0.1085738923884898,0.010020783390207288,87.20856106163122,220.487016242598
42.994320518851644,0.4466887217446649,2.616058073265363,825.3097407857576,0.4852556041472411,0.5434058521982641,0.30476091279732576,18.999038101028024,232.91141008362587
45.485630097820845,0.42438107897820343,2.673149214646954,290.34909126191485,0.18645392131105443,0.33600055720760835,0.624405803249171,39.26925870225349,153.3522954517309
15.729193816708344,0.43424339209904717,9.047654810075256,995.4697732720815,0.3617518567334671,0.1539905463143355,0.3144515267303951,33.396935070314925,253.15994686759348
6.843644371221876,0.33493155295962773,8.48244011109194,774.516999090779,0.6447607152270879,0.8704584166251012,0.7092695441722005,52.41813541586949,258.91563693391447
65.57397023426701,0.17800850947059854,8.182035322739928,750.6797466181652,0.5610048536279805,0.1160677043703432,0.9882198283121978,49.51332932671967,197.99264454277653
77.25711500247397,0.9945953560405459,7.724893841414152,352.2491838836587,0.6139218529335032,0.3369230161598358,0.9700654432566708,90.11383354974434,286.04594692209986
10.232957592983968,0.1665238629308865,3.3038206012876685,104.44938919257484,0.8153418261377698,0.29686785103276847,0.9758861880198653,70.55655176125371,148.35271804589388
17.729078334137537,0.7888217210923385,5.0917766743840875,513.2019094941786,0.3621121809808733,0.8646163648220234,0.31832730385579266,10.319836306299177,258.586689001426
77.98120144394049,0.7151231927693746,5.444450016220324,384.00012721662773,0.4075019812330175,0.4331352119962656,0.34884552894615184,70.20848785408009,224.01538575141123
5.598432911290394,0.15854153559161044,4.039807726806637,230.69523838201502,0.3379014257750631,0.998174737892465,0.8254144375738107,88.50627968105074,183.7278299233865
41.809118089650276,0.3367898077704915,6.589702924918084,984.714252723436,0.8133034519856862,0.19216458492618516,0.5776785933067669,7.574759779891758,237.72880835532757
75.21653636237912,0.5172742897664144,5.164718846441129,569.603854779539,0.8282763941786627,0.7422595488375575,0.8562449939458833,51.22099439421351,250.96366010765868
33.46098314507733,0.7019448245745882,0.5465791622248274,386.1773172302097,0.3432301749675515,0.8166787392759234,0.9670554032283101,46.62724639260318,196.2795281598774
64.47415975715549,0.39899291667024717,8.272968556235094,72.86121832988444,0.19641408681470107,0.3000264054648957,0.6267300866887853,68.83209633985318,181.01020288910584
26.682919909697954,0.3796924081672669,5.943919930896596,268.79557718205336,0.624148907849134,0.4094116521912404,0.5520471808519802,44.176526384396354,202.3023771440199
81.6337228855858,0.13072235413563893,2.0341702716833794,641.8518082934344,0.3156466127432189,0.47642307123490024,0.836002708279732,14.660333967044695,140.95778914853514
57.17300015865329,0.5348568696646127,4.072816031425116,639.8623999119025,0.4732907373018863,0.02123049167397284,0.8143831076479375,12.20242249261821,196.72062427769345
92.1556874436608,0.8884655588699109,1.1271681217238116,28.372371760308305,0.9764584829794019,0.9564750247711311,0.4222856044659632,6.005769086491269,221.99770858237906
58.43416544746315,0.6563114800086017,6.71584696477328,433.56369086396603,0.6435330585373763,0.3047397562145159,0.441308191155138,39.93937780469576,208.37038038782524
53.264569632420574,0.3858359247580685,6.16856522390834,772.5837299884685,0.941139618450621,0.2646968828377999,0.9471301602116983,96.13385655279141,265.4646189417311
15.854817804704442,0.32467592689006,7.399835066139217,476.54211123939774,0.37588828514576933,0.3944762785700353,0.45944676840598664,78.71663783986862,215.7046814546105
57.46461745342308,0.038158973554040077,6.3947799295491645,471.1483053702008,0.2751546591872974,0.9703831400470395,0.05507085829297409,94.64186167999958,218.77686872743587
38.84333555098406,0.647578490806859,9.66613489378422,510.8650312222333,0.9868768469417205,0.30224939491319747,0.030868132542461013,17.40065358016486,266.5163688779586
93.29451604497855,0.8762966404914849,3.2619027566534835,586.7777771816296,0.07729349315046585,0.2578700035480086,0.09422237874750738,32.203541725242424,234.16143767292297
15.728089042850167,0.8545323695857865,6.223921367068511,609.8403086218933,0.9213405598049216,0.2488315556658831,0.23958761849403332,51.80616191480122,300.40212124952154
44.47200820605825,0.5951073781596821,3.3439616740957328,496.737762924084,0.1988311864306065,0.5742741202254854,0.4078168082796595,85.07670903957658,217.52855036237028
71.61314219936209,0.87921127076173,6.208345101046444,425.9744539275402,0.11188934298477349,0.7892093058948786,0.12829349247080513,72.91022025872505,297.54898146525414
45.015954324373986,0.774849846534099,7.424234180219405,538.6052866513729,0.08732737255846912,0.9260813467869188,0.45560253750166213,36.97004440971017,267.75620837557744
40.090513765964154,0.25481762364438143,1.6526536289739935,692.8848020175087,0.09318878597231284,0.9377922867867816,0.8266863036714514,85.89306825576836,214.18663219210003
3.446679815611639,0.12289196822413262,3.524791871180652,619.7080697600805,0.44907934496740864,0.20269624734658886,0.5892037398914345,57.103206874794914,195.53143764043455
31.272894584971407,0.5947701672771571,3.392982878747713,725.9719970883577,0.5797871585837261,0.14570661174750899,0.3102686186798824,22.92329674910542,238.18806737678474
50.35475739428796,0.22181957276199415,8.07095899373372,295.02953037839023,0.935689782152209,0.25042388785224046,0.1677206528702868,49.8390751595581,201.53638405891954
20.640704197243362,0.8618075459643734,6.197944214659764,989.0336955937238,0.1346696762791485,0.35612840723314665,0.31121337180368447,88.13309153417205,327.21608964777636
94.44460609384896,0.9345696979397342,3.6654352307031135,352.5431165726206,0.5548984565730611,0.0956062841392078,0.3030067007675159,23.8558890143161,234.7229023904623
71.89891674809616,0.27262400073353377,4.19413610510098,122.76420724361061,0.18114934953468032,0.6811178539649828,0.18143834769562694,52.99117498303896,154.6157231017742
14.94250933764822,0.6837648247778044,3.1910952122452785,909.6290313434753,0.67101247484487,0.6456853251742407,0.5594021158982408,5.531857603443836,261.3075003242771
79.15440148273004,0.17935335926455187,5.774907279806812,983.8620769246982,0.29095843051796166,0.7943523292476752,0.49047840720806724,4.940762638986645,229.91724929818687
81.50503258116166,0.9546376520064683,9.265306639996227,909.3557784118855,0.5121699559338871,0.36014211413893804,0.46503532473067277,69.29970432802271,334.1590605076148
18.59274165848459,0.7871228629394419,8.374928079681547,545.6456382612062,0.5544552278666393,0.6319329628514445,0.4391157742826395,68.33971322490649,300.83473189326253
56.252735680435876,0.22336033273424027,9.427786548617812,696.9698011959982,0.23684003686940946,0.3223218322702729,0.9219276706303697,88.86103348402624,215.2546041852526
15.446968979640975,0.6290469935870504,4.559626544277101,169.78808406021727,0.32637420531837735,0.3030467483185866,0.1081319723393751,55.14399290725758,214.76492498102613
59.54933387699247,0.02898693009375808,5.776430201215429,838.6640227983133,0.7223161772939539,0.13118510392079863,0.5924746475636149,67.55299750734713,222.93066634252833
